"chr" "gene" "dom" "subdom" "exon" "gene.dom" "gene.dom.subdom" "envarp" "envarpf" "envarpfr" "emutr" "envarpfc" "x"
"218661" "21" "C2CD2" "176060" "176060_0" "E9" "C2CD2:176060" "C2CD2:176060:176060_0" 6 2 2 2.9018e-06 0 0.0231681075461762
"218886" "21" "CXADR" "-" "-_0" "E1" "CXADR:-" "CXADR:-:-_0" 1 0 0 9.9573e-07 0 -0.461697146578869
"218887" "21" "CXADR" "-" "-_0" "E2" "CXADR:-" "CXADR:-:-_0" 1 0 0 3.4214e-07 0 -0.461697146578869
"218889" "21" "CXADR" "-" "-_1" "E4" "CXADR:-" "CXADR:-:-_1" 1 1 1 8.4437e-07 0 -0.461697146578869
"218891" "21" "CXADR" "-" "-_2" "E6" "CXADR:-" "CXADR:-:-_2" 3 2 2 2.0564e-06 0 -0.267751044928851
"218892" "21" "CXADR" "-" "-_2" "E7" "CXADR:-" "CXADR:-:-_2" 11 10 8 4.0549e-06 2 0.508033361671221
"218893" "21" "CXADR" "143192" "143192_0" "E2" "CXADR:143192" "CXADR:143192:143192_0" 4 2 2 2.1892e-06 0 -0.170777994103842
"218894" "21" "CXADR" "143192" "143192_0" "E3" "CXADR:143192" "CXADR:143192:143192_0" 5 3 3 2.5795e-06 0 -0.0738049432788328
"218895" "21" "CXADR" "214653" "214653_0" "E4" "CXADR:214653" "CXADR:214653:214653_0" 1 0 0 1.0912e-06 0 -0.461697146578869
"218896" "21" "CXADR" "214653" "214653_0" "E5" "CXADR:214653" "CXADR:214653:214653_0" 3 1 1 1.6095e-06 0 -0.267751044928851
"219144" "21" "FTCD" "-" "-_0" "E14" "FTCD:-" "FTCD:-:-_0" 3 2 2 3.4201e-07 0 -0.267751044928851
"219145" "21" "FTCD" "-" "-_1" "E10" "FTCD:-" "FTCD:-:-_1" 1 0 0 7.3769e-07 0 -0.461697146578869
"219146" "21" "FTCD" "-" "-_1" "E5" "FTCD:-" "FTCD:-:-_1" 11 8 8 2.1945e-06 0 0.508033361671221
"219147" "21" "FTCD" "-" "-_1" "E6" "FTCD:-" "FTCD:-:-_1" 9 7 6 2.4094e-06 1 0.314087260021203
"219148" "21" "FTCD" "-" "-_1" "E7" "FTCD:-" "FTCD:-:-_1" 4 3 3 2.0666e-06 0 -0.170777994103842
"219149" "21" "FTCD" "-" "-_1" "E8" "FTCD:-" "FTCD:-:-_1" 4 3 3 1.1749e-06 0 -0.170777994103842
"219152" "21" "FTCD" "191867" "191867_0" "E1" "FTCD:191867" "FTCD:191867:191867_0" 3 1 1 8.5163e-07 0 -0.267751044928851
"219153" "21" "FTCD" "191867" "191867_0" "E2" "FTCD:191867" "FTCD:191867:191867_0" 16 8 8 4.769e-06 0 0.992898615796266
"219154" "21" "FTCD" "191867" "191867_0" "E3" "FTCD:191867" "FTCD:191867:191867_0" 10 5 4 2.8019e-06 1 0.411060310846212
"219156" "21" "FTCD" "191867" "191867_0" "E5" "FTCD:191867" "FTCD:191867:191867_0" 5 3 3 1.9773e-06 0 -0.0738049432788328
"219157" "21" "FTCD" "225939" "225939_0" "E10" "FTCD:225939" "FTCD:225939:225939_0" 6 4 3 4.2308e-06 1 0.0231681075461762
"219158" "21" "FTCD" "225939" "225939_0" "E11" "FTCD:225939" "FTCD:225939:225939_0" 4 2 2 4.4486e-07 0 -0.170777994103842
"219159" "21" "FTCD" "225939" "225939_0" "E12" "FTCD:225939" "FTCD:225939:225939_0" 9 6 5 3.7058e-06 1 0.314087260021203
"219160" "21" "FTCD" "225939" "225939_0" "E13" "FTCD:225939" "FTCD:225939:225939_0" 8 3 3 1.9847e-06 0 0.217114209196194
"219161" "21" "FTCD" "225939" "225939_0" "E14" "FTCD:225939" "FTCD:225939:225939_0" 6 6 5 9.4345e-07 1 0.0231681075461762
"219308" "21" "IFNGR2" "-" "-_2" "E5" "IFNGR2:-" "IFNGR2:-:-_2" 3 3 2 1.1559e-06 1 -0.267751044928851
"219309" "21" "IFNGR2" "-" "-_2" "E6" "IFNGR2:-" "IFNGR2:-:-_2" 4 3 3 2.1792e-06 0 -0.170777994103842
"219310" "21" "IFNGR2" "-" "-_2" "E7" "IFNGR2:-" "IFNGR2:-:-_2" 13 7 7 2.112e-06 0 0.701979463321239
"219311" "21" "IFNGR2" "201599" "201599_0" "E2" "IFNGR2:201599" "IFNGR2:201599:201599_0" 5 3 1 1.8285e-06 2 -0.0738049432788328
"219312" "21" "IFNGR2" "201599" "201599_0" "E3" "IFNGR2:201599" "IFNGR2:201599:201599_0" 9 2 2 2.8931e-06 0 0.314087260021203
"219313" "21" "IFNGR2" "238020" "238020_0" "E4" "IFNGR2:238020" "IFNGR2:238020:238020_0" 9 8 5 1.9018e-06 3 0.314087260021203
"219314" "21" "IFNGR2" "238020" "238020_0" "E5" "IFNGR2:238020" "IFNGR2:238020:238020_0" 1 1 1 8.1095e-07 0 -0.461697146578869
"219503" "21" "LRRC3" "-" "-_0" "E1" "LRRC3:-" "LRRC3:-:-_0" 3 2 2 2.1341e-06 0 -0.267751044928851
"219504" "21" "LRRC3" "-" "-_1" "E1" "LRRC3:-" "LRRC3:-:-_1" 35 14 11 1.245e-05 3 2.83538658147144
"219505" "21" "LRRC3" "214470" "214470_0" "E1" "LRRC3:214470" "LRRC3:214470:214470_0" 8 4 3 2.419e-06 1 0.217114209196194
"219531" "21" "LTN1" "-" "-_1" "E1" "LTN1:-" "LTN1:-:-_1" 5 5 5 4.0553e-06 0 -0.0738049432788328
"219532" "21" "LTN1" "-" "-_1" "E10" "LTN1:-" "LTN1:-:-_1" 37 24 20 9.6871e-06 4 3.02933268312146
"219534" "21" "LTN1" "-" "-_1" "E12" "LTN1:-" "LTN1:-:-_1" 2 2 1 2.0661e-06 1 -0.36472409575386
"219535" "21" "LTN1" "-" "-_1" "E13" "LTN1:-" "LTN1:-:-_1" 5 4 3 2.7438e-06 1 -0.0738049432788328
"219536" "21" "LTN1" "-" "-_1" "E14" "LTN1:-" "LTN1:-:-_1" 6 4 2 1.5251e-06 2 0.0231681075461762
"219537" "21" "LTN1" "-" "-_1" "E15" "LTN1:-" "LTN1:-:-_1" 7 6 5 1.8087e-06 1 0.120141158371185
"219538" "21" "LTN1" "-" "-_1" "E16" "LTN1:-" "LTN1:-:-_1" 2 2 2 1.8218e-06 0 -0.36472409575386
"219539" "21" "LTN1" "-" "-_1" "E17" "LTN1:-" "LTN1:-:-_1" 9 6 5 2.4492e-06 1 0.314087260021203
"219540" "21" "LTN1" "-" "-_1" "E18" "LTN1:-" "LTN1:-:-_1" 1 1 1 1.221e-06 0 -0.461697146578869
"219541" "21" "LTN1" "-" "-_1" "E19" "LTN1:-" "LTN1:-:-_1" 5 2 2 1.3693e-06 0 -0.0738049432788328
"219542" "21" "LTN1" "-" "-_1" "E2" "LTN1:-" "LTN1:-:-_1" 4 1 1 2.5031e-06 0 -0.170777994103842
"219543" "21" "LTN1" "-" "-_1" "E20" "LTN1:-" "LTN1:-:-_1" 6 4 3 1.3494e-06 1 0.0231681075461762
"219544" "21" "LTN1" "-" "-_1" "E21" "LTN1:-" "LTN1:-:-_1" 5 1 1 1.6724e-06 0 -0.0738049432788328
"219545" "21" "LTN1" "-" "-_1" "E22" "LTN1:-" "LTN1:-:-_1" 6 4 4 2.1547e-06 0 0.0231681075461762
"219546" "21" "LTN1" "-" "-_1" "E23" "LTN1:-" "LTN1:-:-_1" 3 1 1 2.652e-06 0 -0.267751044928851
"219548" "21" "LTN1" "-" "-_1" "E25" "LTN1:-" "LTN1:-:-_1" 4 4 4 1.8909e-06 0 -0.170777994103842
"219549" "21" "LTN1" "-" "-_1" "E26" "LTN1:-" "LTN1:-:-_1" 5 4 3 2.0558e-06 1 -0.0738049432788328
"219550" "21" "LTN1" "-" "-_1" "E27" "LTN1:-" "LTN1:-:-_1" 5 4 4 2.6979e-06 0 -0.0738049432788328
"219551" "21" "LTN1" "-" "-_1" "E28" "LTN1:-" "LTN1:-:-_1" 7 5 5 2.4779e-06 0 0.120141158371185
"219552" "21" "LTN1" "-" "-_1" "E29" "LTN1:-" "LTN1:-:-_1" 1 1 1 1.1251e-06 0 -0.461697146578869
"219553" "21" "LTN1" "-" "-_1" "E3" "LTN1:-" "LTN1:-:-_1" 2 1 1 9.8026e-07 0 -0.36472409575386
"219554" "21" "LTN1" "-" "-_1" "E4" "LTN1:-" "LTN1:-:-_1" 9 4 4 3.3849e-06 0 0.314087260021203
"219555" "21" "LTN1" "-" "-_1" "E5" "LTN1:-" "LTN1:-:-_1" 1 1 1 7.3459e-07 0 -0.461697146578869
"219556" "21" "LTN1" "-" "-_1" "E6" "LTN1:-" "LTN1:-:-_1" 1 0 0 1.9174e-06 0 -0.461697146578869
"219557" "21" "LTN1" "-" "-_1" "E7" "LTN1:-" "LTN1:-:-_1" 7 4 4 2.1007e-06 0 0.120141158371185
"219558" "21" "LTN1" "-" "-_1" "E8" "LTN1:-" "LTN1:-:-_1" 12 6 4 2.4976e-06 2 0.60500641249623
"219559" "21" "LTN1" "-" "-_1" "E9" "LTN1:-" "LTN1:-:-_1" 5 3 2 1.8954e-06 1 -0.0738049432788328
"219560" "21" "LTN1" "238093" "238093_0" "E29" "LTN1:238093" "LTN1:238093:238093_0" 1 0 0 1.1764e-06 0 -0.461697146578869
"219569" "21" "MCM3AP" "-" "-_0" "E10" "MCM3AP:-" "MCM3AP:-:-_0" 5 4 4 3.8949e-06 0 -0.0738049432788328
"219570" "21" "MCM3AP" "-" "-_0" "E11" "MCM3AP:-" "MCM3AP:-:-_0" 12 8 7 4.9566e-06 1 0.60500641249623
"219571" "21" "MCM3AP" "-" "-_0" "E12" "MCM3AP:-" "MCM3AP:-:-_0" 12 6 5 3.6743e-06 1 0.60500641249623
"219572" "21" "MCM3AP" "-" "-_0" "E13" "MCM3AP:-" "MCM3AP:-:-_0" 5 2 2 2.0018e-06 0 -0.0738049432788328
"219573" "21" "MCM3AP" "-" "-_0" "E14" "MCM3AP:-" "MCM3AP:-:-_0" 1 1 1 1.8539e-06 0 -0.461697146578869
"219574" "21" "MCM3AP" "-" "-_0" "E15" "MCM3AP:-" "MCM3AP:-:-_0" 5 3 3 1.7438e-06 0 -0.0738049432788328
"219575" "21" "MCM3AP" "-" "-_0" "E16" "MCM3AP:-" "MCM3AP:-:-_0" 6 5 5 2.3324e-06 0 0.0231681075461762
"219576" "21" "MCM3AP" "-" "-_0" "E17" "MCM3AP:-" "MCM3AP:-:-_0" 14 9 9 4.0935e-06 0 0.798952514146248
"219577" "21" "MCM3AP" "-" "-_0" "E18" "MCM3AP:-" "MCM3AP:-:-_0" 5 4 3 8.6735e-07 1 -0.0738049432788328
"219578" "21" "MCM3AP" "-" "-_0" "E19" "MCM3AP:-" "MCM3AP:-:-_0" 2 1 1 2.0397e-06 0 -0.36472409575386
"219579" "21" "MCM3AP" "-" "-_0" "E20" "MCM3AP:-" "MCM3AP:-:-_0" 6 4 4 2.2786e-06 0 0.0231681075461762
"219580" "21" "MCM3AP" "-" "-_0" "E21" "MCM3AP:-" "MCM3AP:-:-_0" 12 10 9 3.8789e-06 1 0.60500641249623
"219581" "21" "MCM3AP" "-" "-_0" "E22" "MCM3AP:-" "MCM3AP:-:-_0" 4 3 3 1.1689e-06 0 -0.170777994103842
"219582" "21" "MCM3AP" "-" "-_0" "E23" "MCM3AP:-" "MCM3AP:-:-_0" 10 6 5 5.9361e-06 1 0.411060310846212
"219583" "21" "MCM3AP" "-" "-_0" "E24" "MCM3AP:-" "MCM3AP:-:-_0" 9 5 4 4.1265e-06 1 0.314087260021203
"219584" "21" "MCM3AP" "-" "-_0" "E25" "MCM3AP:-" "MCM3AP:-:-_0" 4 2 2 2.2419e-06 0 -0.170777994103842
"219585" "21" "MCM3AP" "-" "-_0" "E26" "MCM3AP:-" "MCM3AP:-:-_0" 9 8 8 2.7373e-06 0 0.314087260021203
"219586" "21" "MCM3AP" "-" "-_0" "E27" "MCM3AP:-" "MCM3AP:-:-_0" 5 3 3 1.7011e-06 0 -0.0738049432788328
"219587" "21" "MCM3AP" "-" "-_0" "E28" "MCM3AP:-" "MCM3AP:-:-_0" 6 4 4 2.6982e-06 0 0.0231681075461762
"219589" "21" "MCM3AP" "-" "-_0" "E4" "MCM3AP:-" "MCM3AP:-:-_0" 2 2 2 2.0137e-06 0 -0.36472409575386
"219590" "21" "MCM3AP" "-" "-_0" "E5" "MCM3AP:-" "MCM3AP:-:-_0" 3 2 2 2.9642e-06 0 -0.267751044928851
"219591" "21" "MCM3AP" "-" "-_0" "E6" "MCM3AP:-" "MCM3AP:-:-_0" 6 3 3 2.687e-06 0 0.0231681075461762
"219592" "21" "MCM3AP" "-" "-_0" "E7" "MCM3AP:-" "MCM3AP:-:-_0" 6 4 4 4.351e-06 0 0.0231681075461762
"219593" "21" "MCM3AP" "-" "-_0" "E8" "MCM3AP:-" "MCM3AP:-:-_0" 9 5 5 3.7759e-06 0 0.314087260021203
"219595" "21" "MCM3AP" "-" "-_1" "E1" "MCM3AP:-" "MCM3AP:-:-_1" 60 43 40 1.5821e-05 3 5.25971285209666
"219596" "21" "MCM3AP" "-" "-_1" "E2" "MCM3AP:-" "MCM3AP:-:-_1" 7 4 3 1.5158e-06 1 0.120141158371185
"219597" "21" "MCM3AP" "240889" "240889_0" "E2" "MCM3AP:240889" "MCM3AP:240889:240889_0" 5 4 4 1.9758e-06 0 -0.0738049432788328
"219598" "21" "MCM3AP" "240889" "240889_0" "E3" "MCM3AP:240889" "MCM3AP:240889:240889_0" 3 3 3 7.5231e-07 0 -0.267751044928851
"220032" "21" "RIPPLY3" "-" "-_0" "E3" "RIPPLY3:-" "RIPPLY3:-:-_0" 2 1 1 6.8549e-07 0 -0.36472409575386
"220033" "21" "RIPPLY3" "-" "-_0" "E4" "RIPPLY3:-" "RIPPLY3:-:-_0" 19 16 11 5.2858e-06 5 1.28381776827129
"220147" "21" "SH3BGR" "-" "-_0" "E1" "SH3BGR:-" "SH3BGR:-:-_0" 13 10 7 3.0488e-06 3 0.701979463321239
"220148" "21" "SH3BGR" "-" "-_1" "E3" "SH3BGR:-" "SH3BGR:-:-_1" 1 1 1 1.9844e-07 0 -0.461697146578869
"220149" "21" "SH3BGR" "-" "-_1" "E4" "SH3BGR:-" "SH3BGR:-:-_1" 3 3 1 9.2303e-07 2 -0.267751044928851
"220151" "21" "SH3BGR" "-" "-_1" "E6" "SH3BGR:-" "SH3BGR:-:-_1" 5 3 1 1.6599e-06 2 -0.0738049432788328
"220152" "21" "SH3BGR" "239328" "239328_0" "E1" "SH3BGR:239328" "SH3BGR:239328:239328_0" 2 0 0 6.1838e-07 0 -0.36472409575386
"220153" "21" "SH3BGR" "239328" "239328_0" "E2" "SH3BGR:239328" "SH3BGR:239328:239328_0" 2 1 1 2.1182e-06 0 -0.36472409575386
"220154" "21" "SH3BGR" "239328" "239328_0" "E3" "SH3BGR:239328" "SH3BGR:239328:239328_0" 1 1 1 5.4063e-07 0 -0.461697146578869
"220297" "21" "TFF1" "-" "-_0" "E2" "TFF1:-" "TFF1:-:-_0" 3 1 1 5.7014e-07 0 -0.267751044928851
"220299" "21" "TFF1" "-" "-_1" "E1" "TFF1:-" "TFF1:-:-_1" 8 6 3 1.4641e-06 3 0.217114209196194
"220301" "21" "TFF1" "197472" "197472_0" "E2" "TFF1:197472" "TFF1:197472:197472_0" 6 4 4 2.7921e-06 0 0.0231681075461762
"220478" "21" "TRPM2" "-" "-_0" "E1" "TRPM2:-" "TRPM2:-:-_0" 9 6 6 2.3962e-06 0 0.314087260021203
"220479" "21" "TRPM2" "-" "-_0" "E10" "TRPM2:-" "TRPM2:-:-_0" 4 2 2 2.208e-06 0 -0.170777994103842
"220480" "21" "TRPM2" "-" "-_0" "E11" "TRPM2:-" "TRPM2:-:-_0" 10 8 6 8.0906e-06 2 0.411060310846212
"220481" "21" "TRPM2" "-" "-_0" "E12" "TRPM2:-" "TRPM2:-:-_0" 14 11 8 2.4414e-06 3 0.798952514146248
"220482" "21" "TRPM2" "-" "-_0" "E13" "TRPM2:-" "TRPM2:-:-_0" 8 4 4 2.5676e-06 0 0.217114209196194
"220483" "21" "TRPM2" "-" "-_0" "E14" "TRPM2:-" "TRPM2:-:-_0" 11 7 7 2.9828e-06 0 0.508033361671221
"220484" "21" "TRPM2" "-" "-_0" "E15" "TRPM2:-" "TRPM2:-:-_0" 5 4 3 1.9967e-06 1 -0.0738049432788328
"220485" "21" "TRPM2" "-" "-_0" "E16" "TRPM2:-" "TRPM2:-:-_0" 17 6 5 4.6495e-06 1 1.08987166662128
"220486" "21" "TRPM2" "-" "-_0" "E17" "TRPM2:-" "TRPM2:-:-_0" 6 3 2 2.3191e-06 1 0.0231681075461762
"220487" "21" "TRPM2" "-" "-_0" "E18" "TRPM2:-" "TRPM2:-:-_0" 17 12 11 3.0585e-06 1 1.08987166662128
"220488" "21" "TRPM2" "-" "-_0" "E19" "TRPM2:-" "TRPM2:-:-_0" 15 8 7 3.8371e-06 1 0.895925564971258
"220489" "21" "TRPM2" "-" "-_0" "E2" "TRPM2:-" "TRPM2:-:-_0" 2 2 2 1.2391e-06 0 -0.36472409575386
"220490" "21" "TRPM2" "-" "-_0" "E20" "TRPM2:-" "TRPM2:-:-_0" 17 10 9 3.7201e-06 1 1.08987166662128
"220491" "21" "TRPM2" "-" "-_0" "E21" "TRPM2:-" "TRPM2:-:-_0" 13 6 6 3.6939e-06 0 0.701979463321239
"220492" "21" "TRPM2" "-" "-_0" "E22" "TRPM2:-" "TRPM2:-:-_0" 11 5 4 2.3454e-06 1 0.508033361671221
"220493" "21" "TRPM2" "-" "-_0" "E23" "TRPM2:-" "TRPM2:-:-_0" 3 2 2 1.3289e-06 0 -0.267751044928851
"220494" "21" "TRPM2" "-" "-_0" "E24" "TRPM2:-" "TRPM2:-:-_0" 5 4 2 2.2384e-06 2 -0.0738049432788328
"220495" "21" "TRPM2" "-" "-_0" "E25" "TRPM2:-" "TRPM2:-:-_0" 10 7 4 4.0911e-06 3 0.411060310846212
"220496" "21" "TRPM2" "-" "-_0" "E26" "TRPM2:-" "TRPM2:-:-_0" 6 3 1 1.7834e-06 2 0.0231681075461762
"220497" "21" "TRPM2" "-" "-_0" "E27" "TRPM2:-" "TRPM2:-:-_0" 8 4 4 2.4849e-06 0 0.217114209196194
"220499" "21" "TRPM2" "-" "-_0" "E3" "TRPM2:-" "TRPM2:-:-_0" 12 7 6 2.7286e-06 1 0.60500641249623
"220500" "21" "TRPM2" "-" "-_0" "E4" "TRPM2:-" "TRPM2:-:-_0" 10 8 6 3.795e-06 2 0.411060310846212
"220501" "21" "TRPM2" "-" "-_0" "E5" "TRPM2:-" "TRPM2:-:-_0" 6 4 4 3.9287e-06 0 0.0231681075461762
"220502" "21" "TRPM2" "-" "-_0" "E6" "TRPM2:-" "TRPM2:-:-_0" 11 6 5 3.3981e-06 1 0.508033361671221
"220503" "21" "TRPM2" "-" "-_0" "E7" "TRPM2:-" "TRPM2:-:-_0" 7 4 4 1.7777e-06 0 0.120141158371185
"220504" "21" "TRPM2" "-" "-_0" "E8" "TRPM2:-" "TRPM2:-:-_0" 17 10 9 4.3255e-06 1 1.08987166662128
"220505" "21" "TRPM2" "-" "-_0" "E9" "TRPM2:-" "TRPM2:-:-_0" 4 3 2 2.0212e-06 1 -0.170777994103842
"220506" "21" "TRPM2" "-" "-_1" "E32" "TRPM2:-" "TRPM2:-:-_1" 2 2 2 2.4824e-07 0 -0.36472409575386
"220507" "21" "TRPM2" "239642" "239642_0" "E28" "TRPM2:239642" "TRPM2:239642:239642_0" 7 6 5 2.423e-06 1 0.120141158371185
"220508" "21" "TRPM2" "239642" "239642_0" "E29" "TRPM2:239642" "TRPM2:239642:239642_0" 5 3 1 1.6351e-06 2 -0.0738049432788328
"220509" "21" "TRPM2" "239642" "239642_0" "E30" "TRPM2:239642" "TRPM2:239642:239642_0" 12 9 7 2.1152e-06 2 0.60500641249623
"220510" "21" "TRPM2" "239642" "239642_0" "E31" "TRPM2:239642" "TRPM2:239642:239642_0" 9 7 6 2.5866e-06 1 0.314087260021203
"220511" "21" "TRPM2" "239642" "239642_0" "E32" "TRPM2:239642" "TRPM2:239642:239642_0" 10 5 5 2.4792e-06 0 0.411060310846212
"220583" "21" "U2AF1" "-" "-_0" "E7" "U2AF1:-" "U2AF1:-:-_0" 1 0 0 1.4556e-06 0 -0.461697146578869
"220584" "21" "U2AF1" "-" "-_0" "E8" "U2AF1:-" "U2AF1:-:-_0" 4 3 3 4.783e-06 0 -0.170777994103842
"220587" "21" "U2AF1" "-" "-_2" "E2" "U2AF1:-" "U2AF1:-:-_2" 2 1 1 1.5786e-06 0 -0.36472409575386
"220588" "21" "U2AF1" "214632" "214632_0" "E6" "U2AF1:214632" "U2AF1:214632:214632_0" 1 1 1 5.973e-07 0 -0.461697146578869
"220589" "21" "U2AF1" "214632" "214632_0" "E7" "U2AF1:214632" "U2AF1:214632:214632_0" 1 0 0 7.5611e-07 0 -0.461697146578869
"220593" "21" "U2AF1" "240982" "240982_0" "E5" "U2AF1:240982" "U2AF1:240982:240982_0" 1 0 0 1.7015e-06 0 -0.461697146578869
"220594" "21" "U2AF1" "240982" "240982_0" "E6" "U2AF1:240982" "U2AF1:240982:240982_0" 3 1 1 2.2712e-06 0 -0.267751044928851
"220776" "22" "A4GALT" "-" "-_1" "E1" "A4GALT:-" "A4GALT:-:-_1" 33 21 18 1.4825e-05 3 2.64144047982142
"220777" "22" "A4GALT" "146960" "146960_0" "E1" "A4GALT:146960" "A4GALT:146960:146960_0" 22 11 11 9.7367e-06 0 1.57473692074632
"220853" "22" "AIFM3" "-" "-_0" "E1" "AIFM3:-" "AIFM3:-:-_0" 3 1 1 5.0655e-07 0 -0.267751044928851
"220854" "22" "AIFM3" "-" "-_0" "E2" "AIFM3:-" "AIFM3:-:-_0" 6 5 5 3.5049e-06 0 0.0231681075461762
"220855" "22" "AIFM3" "-" "-_1" "E10" "AIFM3:-" "AIFM3:-:-_1" 10 7 6 3.4307e-06 1 0.411060310846212
"220856" "22" "AIFM3" "-" "-_1" "E11" "AIFM3:-" "AIFM3:-:-_1" 4 3 2 2.3307e-06 1 -0.170777994103842
"220857" "22" "AIFM3" "-" "-_1" "E12" "AIFM3:-" "AIFM3:-:-_1" 3 2 2 1.3137e-06 0 -0.267751044928851
"220858" "22" "AIFM3" "-" "-_1" "E13" "AIFM3:-" "AIFM3:-:-_1" 4 4 4 1.4536e-06 0 -0.170777994103842
"220859" "22" "AIFM3" "-" "-_1" "E14" "AIFM3:-" "AIFM3:-:-_1" 2 2 2 1.4925e-06 0 -0.36472409575386
"220860" "22" "AIFM3" "-" "-_1" "E15" "AIFM3:-" "AIFM3:-:-_1" 3 2 1 1.8179e-06 1 -0.267751044928851
"220861" "22" "AIFM3" "-" "-_1" "E16" "AIFM3:-" "AIFM3:-:-_1" 5 4 3 2.5141e-06 1 -0.0738049432788328
"220862" "22" "AIFM3" "-" "-_1" "E17" "AIFM3:-" "AIFM3:-:-_1" 5 4 4 1.5182e-06 0 -0.0738049432788328
"220863" "22" "AIFM3" "-" "-_1" "E18" "AIFM3:-" "AIFM3:-:-_1" 4 3 2 2.748e-06 1 -0.170777994103842
"220864" "22" "AIFM3" "-" "-_1" "E19" "AIFM3:-" "AIFM3:-:-_1" 1 1 1 2.206e-07 0 -0.461697146578869
"220865" "22" "AIFM3" "-" "-_1" "E20" "AIFM3:-" "AIFM3:-:-_1" 2 1 1 7.8636e-07 0 -0.36472409575386
"220866" "22" "AIFM3" "-" "-_1" "E5" "AIFM3:-" "AIFM3:-:-_1" 2 2 1 4.8333e-07 1 -0.36472409575386
"220867" "22" "AIFM3" "-" "-_1" "E6" "AIFM3:-" "AIFM3:-:-_1" 5 4 4 1.2248e-06 0 -0.0738049432788328
"220868" "22" "AIFM3" "-" "-_1" "E7" "AIFM3:-" "AIFM3:-:-_1" 8 5 5 2.6815e-06 0 0.217114209196194
"220869" "22" "AIFM3" "-" "-_1" "E8" "AIFM3:-" "AIFM3:-:-_1" 3 1 1 1.4062e-06 0 -0.267751044928851
"220870" "22" "AIFM3" "-" "-_1" "E9" "AIFM3:-" "AIFM3:-:-_1" 4 2 2 1.3576e-06 0 -0.170777994103842
"220871" "22" "AIFM3" "239560" "239560_0" "E2" "AIFM3:239560" "AIFM3:239560:239560_0" 3 1 1 7.7577e-07 0 -0.267751044928851
"220872" "22" "AIFM3" "239560" "239560_0" "E3" "AIFM3:239560" "AIFM3:239560:239560_0" 7 3 3 2.1209e-06 0 0.120141158371185
"220873" "22" "AIFM3" "239560" "239560_0" "E4" "AIFM3:239560" "AIFM3:239560:239560_0" 4 3 3 2.2993e-06 0 -0.170777994103842
"220874" "22" "AIFM3" "239560" "239560_0" "E5" "AIFM3:239560" "AIFM3:239560:239560_0" 1 0 0 3.7289e-07 0 -0.461697146578869
"220933" "22" "APOBEC3B" "-" "-_0" "E1" "APOBEC3B:-" "APOBEC3B:-:-_0" 1 0 0 1.8368e-07 0 -0.461697146578869
"220934" "22" "APOBEC3B" "-" "-_0" "E2" "APOBEC3B:-" "APOBEC3B:-:-_0" 10 7 6 2.9693e-06 1 0.411060310846212
"220935" "22" "APOBEC3B" "-" "-_0" "E3" "APOBEC3B:-" "APOBEC3B:-:-_0" 16 8 4 3.2626e-06 4 0.992898615796266
"220936" "22" "APOBEC3B" "-" "-_1" "E4" "APOBEC3B:-" "APOBEC3B:-:-_1" 2 2 1 5.8777e-07 1 -0.36472409575386
"220937" "22" "APOBEC3B" "-" "-_1" "E5" "APOBEC3B:-" "APOBEC3B:-:-_1" 12 10 9 2.5453e-06 1 0.60500641249623
"220938" "22" "APOBEC3B" "-" "-_1" "E6" "APOBEC3B:-" "APOBEC3B:-:-_1" 10 4 2 4.6212e-06 2 0.411060310846212
"220939" "22" "APOBEC3B" "-" "-_2" "E7" "APOBEC3B:-" "APOBEC3B:-:-_2" 2 1 1 4.3641e-07 0 -0.36472409575386
"220940" "22" "APOBEC3B" "-" "-_2" "E8" "APOBEC3B:-" "APOBEC3B:-:-_2" 1 0 0 1.3813e-07 0 -0.461697146578869
"220941" "22" "APOBEC3B" "147441" "147441_0" "E3" "APOBEC3B:147441" "APOBEC3B:147441:147441_0" 7 5 3 1.6474e-06 2 0.120141158371185
"220942" "22" "APOBEC3B" "147441" "147441_0" "E4" "APOBEC3B:147441" "APOBEC3B:147441:147441_0" 3 2 0 1.1142e-06 2 -0.267751044928851
"220943" "22" "APOBEC3B" "147441" "147441_1" "E6" "APOBEC3B:147441" "APOBEC3B:147441:147441_1" 1 1 1 1.4343e-06 0 -0.461697146578869
"220944" "22" "APOBEC3B" "147441" "147441_1" "E7" "APOBEC3B:147441" "APOBEC3B:147441:147441_1" 8 7 6 1.1596e-06 1 0.217114209196194
"221106" "22" "ATF4" "-" "-_0" "E1" "ATF4:-" "ATF4:-:-_0" 11 10 8 3.5329e-06 2 0.508033361671221
"221107" "22" "ATF4" "-" "-_0" "E2" "ATF4:-" "ATF4:-:-_0" 42 29 24 8.2215e-06 5 3.5141979372465
"221108" "22" "ATF4" "-" "-_1" "E2" "ATF4:-" "ATF4:-:-_1" 1 1 1 5.5036e-07 0 -0.461697146578869
"221109" "22" "ATF4" "197664" "197664_0" "E2" "ATF4:197664" "ATF4:197664:197664_0" 7 3 1 2.1715e-06 2 0.120141158371185
"221496" "22" "CELSR1" "-" "-_0" "E24" "CELSR1:-" "CELSR1:-:-_0" 15 8 7 4.13e-06 1 0.895925564971258
"221497" "22" "CELSR1" "-" "-_0" "E25" "CELSR1:-" "CELSR1:-:-_0" 9 3 3 3.7834e-06 0 0.314087260021203
